# Gnuplot File : forces of 3 particle(s) Monitored
# 1st Column : time, others : particle(s) number 0 28 56 
0.005	0 0 -9.81 0 0 0	0 0 -9.81 0 0 0	0 0 -9.81 0 0 0	
0.01	-38386 0 5774.63 0 -76.5333 0	528.431 0 938988 0 -0.00389867 0	38385.8 0 5774.12 0 76.54 0	
0.015	35019.5 0 -2005.39 0 25.7604 0	-6.0856 0 2056.96 0 2.43532e-05 0	-35021.8 0 -2005.02 0 -25.7655 0	
0.02	4881 0 5410.18 0 -72.2494 0	12.6614 0 4555.93 0 0.000937746 0	-4875.99 0 5410.32 0 72.2482 0	
0.025	-911.434 0 2864.04 0 -39.5984 0	19.3275 0 9800.5 0 -0.000108539 0	906.16 0 2864.04 0 39.5991 0	
0.03	-93.9631 0 2239.43 0 -31.8789 0	22.9919 0 14112.8 0 0.00021435 0	95.6969 0 2239.43 0 31.8792 0	
0.035	306.422 0 2521.9 0 -35.9466 0	29.1738 0 18266.5 0 -0.000622293 0	-299.816 0 2521.92 0 35.947 0	
0.04	398.569 0 2820.78 0 -40.0429 0	35.7583 0 22251.8 0 -7.09813e-06 0	-388.317 0 2820.7 0 40.0425 0	
0.045	500.24 0 3143.77 0 -44.1343 0	42.0713 0 26026.8 0 -0.000318467 0	-486.304 0 3143.65 0 44.1344 0	
0.05	617.64 0 3540.7 0 -48.8197 0	47.9986 0 29554.7 0 -0.000257615 0	-601.371 0 3540.47 0 48.8197 0	
0.055	711.369 0 3963.32 0 -53.5087 0	53.432 0 32801.1 0 -0.000293167 0	-695.732 0 3962.96 0 53.5082 0	
0.06	755.232 0 4383.89 0 -57.9482 0	58.6509 0 35733.8 0 -0.000199248 0	-743.26 0 4383.51 0 57.9475 0	
0.065	737.621 0 4789.43 0 -62.1403 0	63.714 0 38322.7 0 -0.000222673 0	-731.926 0 4789.13 0 62.1391 0	
0.07	663.879 0 5169.32 0 -66.1102 0	68.851 0 40540.9 0 -0.000381498 0	-664.926 0 5169.2 0 66.1086 0	
