# Gnuplot File : velocities of 3 particle(s) Monitored
# 1st Column : time, others : particle(s) number 0 28 56 
0.001	0.0399083 0 0.0179227 0 -0.00524334 0	0 0 0.195 0 0 0	-0.0399083 0 0.0179227 0 0.00524334 0	
0.002	-0.0745078 0 0.00342648 0 -0.00729049 0	0 0 0.194963 0 0 0	0.0745082 0 0.00342747 0 0.00729056 0	
0.003	0.0280892 0 0.00359946 0 -0.0122718 0	0 0 0.194852 0 0 0	-0.0280896 0 0.00359972 0 0.0122717 0	
0.004	0.00725729 0 0.0109474 0 -0.019867 0	0 0 0.194666 0 0 0	-0.00725859 0 0.010948 0 0.0198668 0	
0.005	0.000250217 0 0.00727977 0 -0.0274894 0	0 0 0.194407 0 0 0	-0.000253686 0 0.00728043 0 0.0274892 0	
0.006	2.28853e-06 0 -0.00205698 0 -0.0352334 0	0 0 0.194074 0 0 0	-6.88129e-06 0 -0.00205625 0 0.0352332 0	
0.007	0.000218514 0 -0.0100529 0 -0.0436942 0	0 0 0.193667 0 0 0	-0.000223411 0 -0.0100522 0 0.0436939 0	
0.008	0.000399314 0 -0.0163629 0 -0.0528907 0	0 0 0.193186 0 0 0	-0.000403939 0 -0.0163623 0 0.0528904 0	
0.009	0.000570891 0 -0.0224443 0 -0.0626983 0	0 0 0.192632 0 0 0	-0.000575371 0 -0.0224435 0 0.062698 0	
0.01	0.000694569 0 -0.0288017 0 -0.0731097 0	0 0 0.192005 0 0 0	-0.000698897 0 -0.0288011 0 0.0731093 0	
0.011	0.000786946 0 -0.0353164 0 -0.0841836 0	0 0 0.191304 0 0 0	-0.00079111 0 -0.035316 0 0.0841832 0	
0.012	0.000879453 0 -0.0418562 0 -0.095975 0	0 0 0.190531 0 0 0	-0.00088413 0 -0.0418556 0 0.0959745 0	
0.013	0.000983926 0 -0.0483968 0 -0.108519 0	0 0 0.189686 0 0 0	-0.000988861 0 -0.0483962 0 0.108519 0	
0.014	0.0010973 0 -0.0549537 0 -0.121849 0	0 0 0.188768 0 0 0	-0.00110208 0 -0.0549531 0 0.121849 0	
0.015	0.00121467 0 -0.0615361 0 -0.136001 0	0 0 0.187778 0 0 0	-0.00121927 0 -0.0615355 0 0.136 0	
0.016	0.00133424 0 -0.0681441 0 -0.151013 0	0 0 0.186718 0 0 0	-0.00133884 0 -0.0681435 0 0.151013 0	
0.017	0.00145635 0 -0.074775 0 -0.166933 0	0 0 0.185586 0 0 0	-0.00146103 0 -0.0747744 0 0.166932 0	
0.018	0.00158158 0 -0.0814264 0 -0.183809 0	0 0 0.184383 0 0 0	-0.00158633 0 -0.0814258 0 0.183808 0	
0.019	0.00171016 0 -0.088096 0 -0.201694 0	0 0 0.183111 0 0 0	-0.00171487 0 -0.0880954 0 0.201693 0	
0.02	0.00184203 0 -0.094781 0 -0.220643 0	0 0 0.181769 0 0 0	-0.00184666 0 -0.0947804 0 0.220643 0	
0.021	0.00197717 0 -0.101478 0 -0.240723 0	0 0 0.180357 0 0 0	-0.00198174 0 -0.101478 0 0.240722 0	
0.022	0.00211569 0 -0.108184 0 -0.262001 0	0 0 0.178877 0 0 0	-0.00212022 0 -0.108184 0 0.262 0	
0.023	0.00225788 0 -0.114894 0 -0.284549 0	0 0 0.17733 0 0 0	-0.0022623 0 -0.114894 0 0.284548 0	
0.024	0.00240405 0 -0.121603 0 -0.308446 0	0 0 0.175714 0 0 0	-0.00240834 0 -0.121603 0 0.308444 0	
0.025	0.00255461 0 -0.128306 0 -0.333773 0	0 0 0.174032 0 0 0	-0.00255874 0 -0.128305 0 0.333771 0	
0.026	0.00271006 0 -0.134995 0 -0.360622 0	0 0 0.172284 0 0 0	-0.00271398 0 -0.134995 0 0.360621 0	
0.027	0.00287092 0 -0.141663 0 -0.389087 0	0 0 0.17047 0 0 0	-0.00287463 0 -0.141663 0 0.389085 0	
0.028	0.00303783 0 -0.148303 0 -0.419265 0	0 0 0.168591 0 0 0	-0.00304128 0 -0.148303 0 0.419263 0	
0.029	0.00321143 0 -0.154904 0 -0.451259 0	0 0 0.166649 0 0 0	-0.00321456 0 -0.154904 0 0.451258 0	
0.03	0.00339236 0 -0.161457 0 -0.485169 0	0 0 0.164643 0 0 0	-0.00339514 0 -0.161457 0 0.485167 0	
0.031	0.00358128 0 -0.167951 0 -0.521094 0	0 0 0.162574 0 0 0	-0.00358361 0 -0.167951 0 0.521092 0	
0.032	0.0037788 0 -0.174372 0 -0.559124 0	0 0 0.160443 0 0 0	-0.00378061 0 -0.174372 0 0.559122 0	
0.033	0.00398549 0 -0.180709 0 -0.59933 0	0 0 0.158252 0 0 0	-0.00398671 0 -0.180709 0 0.599328 0	
0.034	0.00420186 0 -0.186947 0 -0.641756 0	0 0 0.156 0 0 0	-0.00420241 0 -0.186947 0 0.641753 0	
0.035	0.00442836 0 -0.193071 0 -0.686404 0	0 0 0.153689 0 0 0	-0.00442815 0 -0.193071 0 0.686401 0	
0.036	0.00466534 0 -0.199066 0 -0.733224 0	0 0 0.15132 0 0 0	-0.00466426 0 -0.199065 0 0.73322 0	
0.037	0.00491306 0 -0.204915 0 -0.782095 0	0 0 0.148893 0 0 0	-0.00491102 0 -0.204915 0 0.782091 0	
0.038	0.00517167 0 -0.210603 0 -0.832811 0	0 0 0.146409 0 0 0	-0.00516853 0 -0.210603 0 0.832806 0	
0.039	0.00544116 0 -0.216115 0 -0.885064 0	0 0 0.14387 0 0 0	-0.00543682 0 -0.216115 0 0.885058 0	
0.04	0.00572141 0 -0.221435 0 -0.938433 0	0 0 0.141276 0 0 0	-0.00571575 0 -0.221435 0 0.938427 0	
0.041	0.00601209 0 -0.22655 0 -0.992374 0	0 0 0.138628 0 0 0	-0.00600499 0 -0.226549 0 0.992368 0	
0.042	0.00631271 0 -0.231446 0 -1.04622 0	0 0 0.135928 0 0 0	-0.00630407 0 -0.231445 0 1.04621 0	
0.043	0.00662257 0 -0.236112 0 -1.09918 0	0 0 0.133176 0 0 0	-0.00661231 0 -0.236111 0 1.09917 0	
0.044	0.00694075 0 -0.240538 0 -1.15036 0	0 0 0.130373 0 0 0	-0.00692879 0 -0.240538 0 1.15035 0	
0.045	0.00726609 0 -0.244718 0 -1.19881 0	0 0 0.127521 0 0 0	-0.00725242 0 -0.244718 0 1.1988 0	
0.046	0.00759723 0 -0.248646 0 -1.24351 0	0 0 0.12462 0 0 0	-0.00758185 0 -0.248646 0 1.2435 0	
0.047	0.00793259 0 -0.252318 0 -1.28346 0	0 0 0.121672 0 0 0	-0.00791555 0 -0.252318 0 1.28345 0	
0.048	0.00827034 0 -0.255734 0 -1.3177 0	0 0 0.118677 0 0 0	-0.00825182 0 -0.255733 0 1.31768 0	
0.049	0.00860856 0 -0.258892 0 -1.34537 0	0 0 0.115638 0 0 0	-0.00858865 0 -0.258892 0 1.34536 0	
0.05	0.00894515 0 -0.261795 0 -1.36578 0	0 0 0.112554 0 0 0	-0.00892402 0 -0.261795 0 1.36577 0	
0.051	0.00927786 0 -0.264445 0 -1.37842 0	0 0 0.109428 0 0 0	-0.00925579 0 -0.264445 0 1.37841 0	
0.052	0.00960445 0 -0.266845 0 -1.383 0	0 0 0.10626 0 0 0	-0.00958166 0 -0.266845 0 1.38298 0	
0.053	0.00992258 0 -0.268998 0 -1.37948 0	0 0 0.103051 0 0 0	-0.00989948 0 -0.268999 0 1.37947 0	
0.054	0.01023 0 -0.270908 0 -1.36809 0	0 0 0.099804 0 0 0	-0.010207 0 -0.270909 0 1.36808 0	
0.055	0.0105247 0 -0.272579 0 -1.34928 0	0 0 0.0965185 0 0 0	-0.010502 0 -0.27258 0 1.34927 0	
0.056	0.0108046 0 -0.274015 0 -1.32373 0	0 0 0.0931963 0 0 0	-0.0107824 0 -0.274016 0 1.32372 0	
0.057	0.0110678 0 -0.275219 0 -1.29228 0	0 0 0.0898387 0 0 0	-0.0110463 0 -0.275221 0 1.29227 0	
0.058	0.0113124 0 -0.276197 0 -1.25591 0	0 0 0.0864469 0 0 0	-0.0112919 0 -0.276199 0 1.2559 0	
0.059	0.011537 0 -0.276953 0 -1.21565 0	0 0 0.0830223 0 0 0	-0.0115175 0 -0.276956 0 1.21564 0	
0.06	0.01174 0 -0.277494 0 -1.17255 0	0 0 0.079566 0 0 0	-0.0117218 0 -0.277496 0 1.17255 0	
0.061	0.0119203 0 -0.277824 0 -1.12764 0	0 0 0.0760796 0 0 0	-0.0119034 0 -0.277827 0 1.12764 0	
0.062	0.0120767 0 -0.277953 0 -1.08184 0	0 0 0.0725642 0 0 0	-0.0120611 0 -0.277956 0 1.08183 0	
0.063	0.0122084 0 -0.277888 0 -1.03595 0	0 0 0.0690212 0 0 0	-0.012194 0 -0.277891 0 1.03594 0	
0.064	0.0123146 0 -0.277638 0 -0.990629 0	0 0 0.065452 0 0 0	-0.0123013 0 -0.277641 0 0.990631 0	
0.065	0.0123947 0 -0.277214 0 -0.946398 0	0 0 0.0618578 0 0 0	-0.0123825 0 -0.277217 0 0.946401 0	
0.066	0.0124482 0 -0.276627 0 -0.903607 0	0 0 0.0582402 0 0 0	-0.0124371 0 -0.276631 0 0.903611 0	
0.067	0.0124751 0 -0.275888 0 -0.862466 0	0 0 0.0546004 0 0 0	-0.0124649 0 -0.275892 0 0.862472 0	
0.068	0.0124752 0 -0.275009 0 -0.823059 0	0 0 0.0509399 0 0 0	-0.0124659 0 -0.275014 0 0.823067 0	
0.069	0.0124488 0 -0.274002 0 -0.785364 0	0 0 0.04726 0 0 0	-0.0124402 0 -0.274007 0 0.785374 0	
0.07	0.0123959 0 -0.272878 0 -0.749279 0	0 0 0.0435621 0 0 0	-0.012388 0 -0.272883 0 0.74929 0	
0.071	0.0123172 0 -0.271648 0 -0.714647 0	0 0 0.0398476 0 0 0	-0.01231 0 -0.271653 0 0.71466 0	
0.072	0.0122133 0 -0.270322 0 -0.681279 0	0 0 0.036118 0 0 0	-0.0122066 0 -0.270327 0 0.681293 0	
